group,item
11973,24749
11974,21932
11974,18250
11974,7625
11975,15263
11976,471
11976,3101
11976,3624
11976,10946
11977,10126
11978,11537
11979,12666
11980,22681
11981,20000
11981,3238
11982,9431
11983,18021
11984,11604
11985,16328
11986,15114
11986,8788
11986,10895
11986,12673
11986,9968
11986,16220
11987,20150
11988,8384
11989,21458
11990,2701
11991,13158
11991,1211
11991,15848
11992,10487
11992,7761
11992,2319
11992,23734
11992,1253
11992,8807
11992,21679
11992,17137
11992,9327
11992,22053
11992,7722
11992,9354
11992,9353
11992,12545
11993,6313
11994,22316
11994,5041
11994,1937
11994,13942
11994,7664
11994,5243
11994,19481
11994,23852
11994,14866
11994,6461
11994,20093
11995,13685
11995,13845
11996,2729
11996,4405
11997,22312
11998,6428
11999,21654
11999,502
12000,4918
12000,5069
12001,22757
12001,14446
12002,7509
12003,17699
12004,732
12005,13011
12006,10991
12007,24972
12008,8563
12009,22560
12010,15595
12011,17630
12012,15419
12012,18746
12012,12067
12013,2440
12013,16915
12014,20561
12015,8701
12016,12747
12017,5561
12017,16757
12017,9061
12017,13605
12017,14897
12017,6172
12017,24354
12017,18562
12017,14428
12017,17104
12018,13862
12018,16322
12018,24046
12018,22984
12018,20621
12018,107
12018,13135
12019,24726
12020,23686
12021,12695
12021,2034
12022,20561
12022,16479
12022,19492
12022,6041
12022,10003
12022,18363
12022,10840
12022,18758
12023,23456
12023,8004
12023,2178
12023,4479
12023,11566
12023,3049
12023,21905
12023,25039
12023,6740
12023,5922
12023,17427
12023,15428
12023,14635
12023,14934
12023,15242
12023,23399
12023,12586
12023,923
12023,2850
12023,6657
12023,24993
12023,8769
12023,18131
12023,4406
12023,18634
12023,13018
12023,614
12023,23531
12023,398
12023,9525
12023,19446
12023,1791
12023,10175
12023,2630
12023,16621
12023,2124
12023,2606
12023,11021
12023,23764
12023,22642
12023,9419
12023,2657
12023,14406
12023,12606
12023,7073
12023,9379
12023,9425
12023,17868
12023,1641
12023,14705
12023,2397
12023,463
12023,11741
12024,24960
12025,20216
12026,19050
12027,17040
12028,8701
12029,11985
12030,13029
12030,19009
12031,3496
12031,14888
12031,6259
12031,14554
12031,13630
12031,6434
12032,9327
12033,23024
12034,8079
12035,17837
12035,4479
12035,23588
12036,9327
12037,7395
12038,19492
12039,14481
12040,20046
12041,15865
12041,19492
12042,14617
12043,6622
12044,11318
12044,4862
12045,15359
12046,2052
12046,9209
12046,273
12046,12594
12046,16331
12046,22892
12046,15320
12046,18676
12046,24380
12046,24567
12047,18689
12048,16662
12048,1689
12049,19889
12049,11310
12049,17241
12050,7944
12050,8055
12051,19593
12051,2
12052,12666
12053,11572
12054,9332
12055,11197
12056,226
12056,397
12056,14746
12057,12575
12058,12998
12059,22464
12060,11150
12061,22561
12061,6257
12062,9159
12063,9373
12064,5869
12065,23024
12066,17664
12066,20383
12066,24347
12067,18904
12068,13371
12069,19492
12070,5114
12070,12680
12070,9996
12070,11737
12070,11591
12070,17777
12070,3306
12070,22725
12070,10557
12070,5819
12071,6338
12071,15393
12071,20785
12071,2537
12071,7535
12072,20561
12073,25073
12074,4218
12074,17762
12075,8331
12076,20209
12077,8676
12078,22792
12079,8661
12080,20042
12080,19958
12081,22892
12082,12134
12083,6329
12084,24429
12085,452
12085,15508
12085,16172
12085,6447
12086,10643
12087,7674
12087,3995
12088,18347
12088,8732
12089,22789
12090,11071
12091,20561
12092,5965
12092,9848
12092,18377
12092,22502
12092,22272
12092,14788
12093,22953
12094,4172
12094,13247
12095,14481
12096,3283
12097,9162
12098,8999
12099,3250
12100,23097
12101,20561
12102,24158
12102,4985
12103,12125
12104,18689
12105,9373
12106,18613
12107,22486
12108,19889
12109,10436
12109,908
12110,19786
12110,631
12110,22587
12111,3235
12112,1876
12112,6377
12113,3368
12113,23172
12113,7510
12114,18649
12115,9483
12115,14560
12115,12526
12116,115
12117,1686
12117,9042
12117,6763
12117,12035
12117,11681
12117,1371
12117,18538
12117,15963
12117,24049
12117,16800
12117,9288
12117,6561
12117,8130
12117,24158
12117,10092
12117,24218
12117,9464
12117,20963
12117,872
12117,16999
12117,16062
12117,881
12117,1317
12117,6922
12117,14279
12117,22476
12117,21414
12117,9699
12117,17767
12117,23156
12117,10430
12117,16168
12117,11999
12117,22301
12117,17925
12117,22632
12117,21430
12117,6221
12117,13497
12117,24667
12117,12395
12117,20502
12117,9166
12117,12015
12117,3133
12117,23852
12117,7395
12117,14991
12117,3152
12117,4703
12117,1945
12117,12800
12117,17163
12117,5158
12117,18351
12117,5235
12117,8510
12117,11775
12117,23370
12117,5445
12117,8615
12117,14212
12117,16874
12117,11953
12117,25005
12117,11850
12117,22815
12117,14693
12117,11545
12117,273
12117,6241
12117,16011
12117,23093
12117,15500
12117,12851
12117,23975
12117,25045
12117,1618
12117,12574
12117,12659
12117,3043
12117,2405
12117,1997
12117,3548
12117,5503
12117,16243
12117,11071
12117,9331
12117,15857
12117,6463
12117,4255
12117,1370
12117,22612
12117,11586
12117,21634
12117,24503
12117,2901
12117,24567
12117,23049
12117,14722
12117,7579
12117,3053
12117,21903
12117,15746
12117,20593
12117,12475
12117,22685
12117,9440
12117,19491
12117,5926
12117,24857
12117,329
12117,15316
12117,3814
12117,14605
12117,24608
12117,17887
12117,21465
12117,9219
12117,7651
12117,1190
12117,10634
12117,10301
12117,19198
12117,5115
12117,18192
12117,17782
12117,8291
12117,14611
12117,12831
12117,16248
12117,16446
12117,19586
12117,7423
12117,23737
12117,16019
12117,14170
12117,10702
12117,3022
12117,16803
12117,25023
12117,4695
12117,3712
12117,3002
12117,20974
12117,7267
12117,16001
12117,3604
12117,14473
12117,14251
12117,16906
12117,1687
12117,2527
12117,1691
12117,3200
12117,3035
12117,23575
12117,11310
12117,17060
12117,2685
12118,10420
12119,9561
12120,6171
12121,10112
12122,20881
12123,2665
12124,6645
12125,5687
12125,104
12125,19112
12126,11137
12126,11197
12127,188
12127,9159
12128,6195
12128,1896
12128,5117
12129,9342
12130,11126
12131,22698
12132,18596
12133,6312
12133,11752
12133,3777
12133,4778
12133,6354
12134,22818
12135,19050
12136,12481
12137,12204
12137,5450
12137,6784
12137,2526
12138,7463
12139,16984
12140,8639
12141,17893
12142,11134
12142,20037
12143,7238
12143,18237
12143,18059
12143,12526
12143,12665
12143,9154
12144,3158
12145,10621
12145,3660
12145,23024
12145,22378
12145,27
12145,22608
12146,22952
12147,14532
12147,918
12147,6347
12147,16684
12147,19963
12147,5605
12147,21218
12148,9159
12149,19365
12149,17040
12150,9327
12151,2650
12152,2246
12153,894
12154,14624
12155,6981
12156,17792
12157,9327
12158,6964
12158,1577
12158,15336
12159,17837
12159,13120
12160,1451
12160,15187
12161,20706
12162,2273
12163,2364
12163,13183
12163,18759
12163,9933
12164,10897
12165,22395
12165,8976
12166,20804
12166,1233
12167,2986
12168,17373
12168,17633
12169,17254
12169,3004
12169,22147
12170,714
12170,12934
12171,12432
12172,18351
12172,11701
12172,24717
12173,13910
12174,9159
12175,5015
12176,9108
12177,2503
12177,6497
12177,15684
12177,20155
12177,9418
12177,8840
12177,15259
12177,7405
12177,12623
12177,21466
12177,8241
12177,16876
12177,22128
12177,9159
12177,11502
12177,9699
12177,6416
12177,16235
12177,6126
12177,12987
12177,5948
12177,5179
12177,11627
12178,16065
12178,8248
12178,5047
12178,13887
12178,21960
12178,10471
12178,11662
12178,7117
12178,136
12178,9853
12178,10672
12178,12846
12178,5627
12178,7957
12178,3020
12178,24553
12178,9266
12178,14624
12178,20785
12178,1417
12178,18038
12178,4438
12178,2674
12178,21611
12178,2537
12178,15291
12178,1739
12178,13022
12178,15366
12178,12136
12178,21834
12178,21664
12178,24201
12178,15893
12178,23721
12178,21548
12178,4817
12178,15167
12178,1624
12178,15122
12178,4780
12178,18700
12178,23586
12178,21598
12178,976
12178,18758
12178,16062
12178,6727
12178,5845
12178,13989
12178,12005
12178,16226
12178,8004
12178,2569
12178,13365
12178,3222
12178,13149
12178,7661
12178,2470
12178,5497
12179,14950
12179,9546
12179,7279
12179,1758
12179,24480
12179,2983
12179,19509
12179,16854
12179,11229
12179,1765
12179,18479
12179,24953
12179,15650
12179,17403
12179,6525
12179,13279
12179,7048
12179,7543
12179,19324
12179,21790
12179,13440
12179,8802
12179,4561
12180,23588
12181,13829
12182,18010
12183,2479
12184,1981
12185,3692
12186,21729
12187,20216
12188,15246
12189,9327
12190,21458
12190,19510
12190,8789
12191,18621
12191,7025
12191,12746
12192,11277
12193,497
12194,19682
12195,19224
12196,4999
12197,15708
12197,19900
12198,22205
12199,23231
12200,9327
12200,3158
12201,4825
12202,18689
12203,18410
12204,17837
12204,21932
12205,23166
12205,5015
12205,1249
12205,18004
12205,23294
12205,1596
12205,5310
12206,8789
12207,18689
12208,805
12209,7037
12210,158
12210,11408
12210,8883
12211,10117
12212,17373
12213,18189
12213,14204
12213,5117
12213,15621
12213,13396
12213,15292
12213,3903
12213,1139
12213,9971
12213,19213
12213,4868
12213,1575
12213,12873
12213,19650
12213,16221
12214,2799
12215,14671
12216,3416
12217,4916
12217,1602
12217,14316
12218,24466
12218,4651
12219,24424
12220,10088
12221,18108
12221,4687
12221,11332
12222,1618
12223,15367
12224,3552
12224,22490
12225,13876
12226,9327
12227,24898
12228,19889
12228,8610
12228,9159
12229,16273
12229,18913
12230,7787
12231,19564
12232,10130
12232,23520
12232,24057
12232,11447
12233,15580
12234,1105
12234,15666
12234,6041
12234,24266
12235,1036
12235,17689
12235,9900
12235,9737
12235,19549
12235,24269
12235,11380
12235,18351
12235,12341
12235,16170
12235,22004
12235,4703
12235,17101
12235,1199
12235,20895
12235,13954
12235,2201
12235,6322
12235,16868
12235,13785
12235,5934
12235,118
12235,16692
12235,17915
12235,932
12235,14202
12235,21801
12235,4386
12235,12004
12235,1598
12235,22231
12235,10856
12235,14968
12235,6372
12235,17639
12235,6442
12235,23633
12235,17022
12235,15698
12235,21102
12235,2777
12235,2762
12235,18489
12235,7813
12235,23328
12235,6195
12235,23684
12235,12754
12235,13953
12235,22568
12235,15711
12235,8490
12235,23793
12235,6851
12235,3288
12235,20379
12235,6272
12235,24968
12235,6576
12235,19200
12235,7233
12235,21387
12235,6147
12235,19613
12235,18355
12235,4882
12235,3118
12235,13863
12235,767
12235,511
12235,13045
12235,16599
12235,5686
12235,7696
12235,1294
12235,4730
12235,9408
12235,109
12235,3287
12235,10692
12235,19118
12235,10545
12236,13722
12237,17578
12238,5056
12239,396
12240,7510
12241,9327
12242,13230
12242,1189
12242,3659
12242,12851
12243,9086
12244,11443
12245,14624
12246,24495
12247,12333
12247,1677
12247,20313
12248,9327
12249,22544
12250,4750
12250,11515
12251,13504
12251,8024
12251,15901
12252,15360
12252,3901
12252,23651
12253,7138
12254,18732
12255,9159
12256,9327
12257,22493
12257,8630
12257,11062
12258,19253
12259,19387
12259,21473
12260,13158
12260,4262
12261,8511
12261,1238
12262,18706
12262,11131
12262,20402
12262,13859
12263,11701
12264,14624
12265,11377
12266,9327
12267,17517
12268,3745
12268,17870
12268,8823
12268,22978
12268,5230
12269,20170
12270,5269
12271,3512
12271,15511
12272,8167
12273,17297
12274,22001
12275,16726
12276,15616
12276,358
12276,22569
12277,19243
12278,22406
12279,9721
12279,5205
12280,21824
12281,11615
12282,5280
12282,19264
12282,21835
12282,13398
12282,18155
12283,9221
12284,19562
12284,4633
12285,9431
12286,20567
12287,11134
12288,22959
12288,21767
12288,18610
12288,418
12288,17384
12288,17052
12288,17409
12288,845
12288,19686
12288,8664
12288,12341
12288,11701
12288,11162
12288,22876
12289,55
12290,12803
12291,19790
12292,11399
12292,17229
12293,19954
12294,23390
12295,1323
12296,805
12297,19790
12298,21064
12299,805
12300,22579
12300,22591
12301,4321
12301,12414
12301,24689
12301,12421
12301,18282
12301,1253
12301,23500
12301,10610
12301,19184
12301,16558
12301,20720
12301,7027
12301,2953
12301,18463
12301,16639
12301,2331
12301,13818
12301,6333
12301,16641
12301,6630
12301,11688
12301,10650
12301,11605
12301,18321
12301,11376
12301,6237
12301,18644
12301,16867
12301,11793
12302,19889
12303,19006
12304,4254
12305,19911
12306,22265
12307,14624
12308,12649
12309,3101
12309,3624
12310,23886
12310,20817
12310,19613
12310,10235
12310,6876
12310,20894
12310,3155
12310,9737
12310,20875
12310,2464
12310,2155
12310,1830
12311,18
12312,11504
12312,24727
12313,21474
12314,16482
12315,10479
12315,2833
12315,24448
12315,14146
12315,21509
12315,9924
12315,12249
12315,13265
12315,13230
12315,11927
12315,11715
12315,535
12315,9154
12315,9252
12316,7297
12317,20981
12317,1426
12317,9211
12318,9472
12319,13230
12320,12666
12321,6044
12322,6925
12323,21464
12324,21464
12325,6993
12326,12506
12326,3995
12326,10653
12327,1559
12327,16314
12327,5803
12328,24711
12328,24939
12329,18848
12330,18781
12331,10707
12332,15314
12332,2550
12333,2500
12334,10860
12334,9327
12335,13136
12335,9327
12336,1002
12337,2729
12337,9599
12338,10420
12339,11912
12339,19963
12339,6632
12340,19025
12340,17837
12340,22947
12341,22702
12341,22720
12342,8543
12342,9941
12342,8834
12342,2189
12342,8545
12343,18013
12343,17357
12344,10112
12345,6684
12345,21567
12345,2977
12345,8647
12345,16892
12345,20263
12345,22739
12345,17275
12345,1220
12345,24082
12345,8789
12345,5619
12345,1026
12345,24975
12345,22108
12345,15590
12345,660
12346,12872
12347,19480
12347,4550
12348,5040
12349,10108
12349,18383
12349,20939
12350,15697
12351,8115
12352,2857
12352,23487
12352,5498
12352,9582
12353,21831
12354,1063
12355,20964
12356,19224
12357,17260
12357,22974
12358,11318
12359,19967
12359,20257
12360,13585
12360,24276
12361,396
12361,14746
12361,5318
12361,10112
12361,5040
12361,24942
12361,1059
12361,22754
12362,12434
12363,10121
12364,11122
12364,9114
12365,17837
12366,11175
12367,22824
12368,15826
12368,7375
12368,11125
12368,293
12369,5015
12370,11701
12371,22848
12372,17197
12372,5803
12372,11292
12373,21339
12374,18029
12375,5803
12375,17197
12376,22979
12377,2289
12378,22177
12379,20760
12379,165
12379,9828
12380,18124
12380,14225
12381,1839
12382,7389
12383,11701
12384,17472
12384,6018
12385,14488
12385,18289
12385,5036
12385,24668
12385,21770
12385,488
12385,3300
12385,14876
12385,21717
12386,2223
12387,21548
12388,13003
12389,1253
12390,20383
12390,11763
12391,4218
12392,10545
12393,1253
12394,8623
12395,14346
12396,15647
12397,15649
12397,2137
12397,11367
12397,8446
12397,16692
12397,16171
12397,984
12397,18462
12397,7978
12397,12943
12397,15507
12397,15495
12397,18319
12398,11170
12398,18762
12399,14434
12399,1674
12399,9159
12400,1344
12400,20094
12401,6445
12402,20216
12402,13876
12402,11734
12403,17807
12403,22591
12404,23789
12405,3323
12406,19009
12407,2857
12407,11000
12407,23523
12408,17201
12409,13300
12410,7630
12411,14220
12411,11761
12412,8004
12412,21381
12413,17521
12413,6921
12413,18315
12414,17837
12414,8610
12414,16708
12414,8128
12415,9327
12416,22529
12417,1160
12418,23009
12419,9939
12420,21503
12420,14671
12421,7940
12421,2556
12422,12475
12422,13977
12423,4282
12424,4756
12425,19526
12425,13193
12425,10547
12426,9158
12427,10769
12428,21008
12429,14077
12430,1483
12431,5184
12431,20475
12431,15470
12431,12327
12431,2242
12432,21831
12433,805
12434,16610
12435,17254
12436,21711
12437,4218
12438,7677
12439,21824
12440,6170
12441,24298
12441,6329
12441,18643
12441,14560
12441,22345
12441,1369
12441,11681
12441,20270
12441,18480
12441,11047
12441,10723
12441,22032
12442,6428
12442,18758
12443,17837
12443,12829
12443,21957
12443,17838
12443,22705
12443,1560
12443,16779
12443,17840
12443,19524
12443,20561
12443,6041
12443,21414
12443,13113
12443,22608
12444,20608
12444,4765
12444,2456
12444,1831
12444,20808
12444,9558
12444,1293
12444,6288
12444,2332
12444,23042
12444,767
12444,16696
12444,14433
12444,2155
12444,11803
12444,9321
12444,6918
12444,23847
12444,15498
12444,19650
12444,23181
12444,20848
12444,11819
12444,21137
12444,13863
12444,10009
12444,8957
12444,20553
12444,9745
12444,6315
12444,3129
12444,20178
12444,14788
12444,13175
12444,9016
12444,13834
12444,18232
12444,9723
12444,8675
12444,2068
12444,18729
12444,23107
12444,2074
12444,5101
12444,7923
12444,4344
12444,17772
12444,16137
12444,17077
12444,2043
12444,7699
12444,1212
12444,6172
12444,14583
12444,18351
12444,13807
12444,191
12444,19213
12444,4882
12444,14965
12444,10439
12444,7813
12444,15516
12444,7009
12444,18767
12444,9845
12444,3045
12444,22356
12444,12210
12444,1830
12445,18351
12446,23024
12447,22681
12448,6041
12449,4479
12449,14667
12450,18864
12451,21069
12452,3158
12453,7807
12454,18209
12454,18355
12454,9399
12454,21879
12454,6370
12454,8457
12454,18105
12454,2419
12455,101
12455,22591
12456,261
12456,17241
12456,3844
12456,7552
12457,20617
12458,12116
12458,21077
12459,4428
12459,16350
12459,16891
12459,13515
12459,20596
12459,16392
12459,2516
12460,22582
12460,15356
12460,21249
12460,18132
12461,10769
12462,130
12462,21373
12462,18334
12462,17066
12463,1122
12464,14410
12465,21021
12466,19438
12467,2819
12467,10810
12468,13540
12468,8987
12468,15618
12469,230
12470,22529
12471,11896
12472,23955
12473,21958
12474,23267
12475,16566
12476,22003
12476,11566
12476,12445
12477,7600
12478,5040
12479,15374
12480,18689
12481,9303
12482,24078
12483,18493
12484,9327
12485,2641
12486,4675
12487,7040
12487,22529
12487,22784
12487,6416
12487,21555
12488,24195
12489,4792
12490,13845
12491,19269
12492,352
12492,21422
12492,13156
12492,24805
12493,12988
12494,4747
12495,17646
12495,12363
12495,5658
12495,15980
12495,1994
12496,6428
12497,20216
12497,1253
12497,22754
12497,55
12497,10371
12498,5866
12499,21464
12500,18689
12501,861
12502,5040
12503,425
12503,7619
12504,20017
12505,11186
12505,4588
12505,24965
12506,13087
12507,9327
12508,18681
12508,7488
12508,17332
12508,20687
12508,8255
12508,8243
12508,5249
12508,6018
12508,18351
12508,7053
12508,18354
12508,9974
12508,1865
12508,23591
12508,18319
12508,8446
12508,17475
12508,18158
12508,17026
12508,12936
12509,21658
12509,10146
12509,9210
12509,23667
12509,23982
12510,8371
12511,18315
12512,19776
12513,23114
12513,17915
12514,22892
12515,23588
12515,22815
12516,20408
12517,7191
12518,11527
12519,633
12519,4653
12519,19544
12520,13845
12520,16425
12520,1937
12520,6876
12520,12944
12520,12212
12520,7813
12520,21242
12520,12297
12520,7316
12520,23154
12520,2479
12520,19693
12520,8674
12521,2021
12522,13011
12523,4216
12523,3083
12523,22825
12523,5040
12523,10259
12523,20216
12523,6993
12524,4218
12525,21336
12526,20383
12526,24347
12527,3006
12527,839
12528,19738
12528,2925
12529,1253
12530,6676
12531,18
12532,20561
12533,376
12534,10645
12534,10643
12535,18689
12536,11067
12536,1159
12536,7510
12536,22523
12536,21632
12537,14624
12538,23794
12539,20144
12540,13370
12541,21336
12542,22161
12542,14708
12542,19432
12542,24236
12542,20482
12542,4900
12542,749
12542,19503
12542,23234
12543,20040
12544,19326
12545,19790
12546,8592
12546,8153
12547,1868
12548,11044
12549,4199
12549,16708
12549,24049
12549,2547
12549,14912
12549,18083
12549,24553
12549,23912
12549,12061
12549,5866
12549,6830
12549,20244
12549,18879
12550,18073
12550,7317
12550,9694
12551,21487
12551,15246
12551,1098
12551,1827
12551,4125
12552,22483
12553,15337
12554,1602
12555,6428
12556,24085
12557,1043
12558,4359
12559,23285
12560,8371
12561,18880
12561,9004
12561,6018
12561,24347
12562,6082
12563,20561
12564,26
12564,2631
12565,24359
12566,22337
12567,13615
12568,23390
12569,4550
12569,17232
12569,24607
12569,16101
12569,6509
12569,8367
12569,746
12569,20252
12569,2101
12569,8869
12569,571
12570,11527
12571,16005
12572,21420
12573,10746
12574,10175
12574,10670
12574,12108
12574,19964
12574,20569
12574,20698
12575,21744
12575,10530
12575,18758
12576,7664
12576,11100
12577,4218
12578,9410
12579,21039
12580,25073
12581,3397
12581,19868
12581,2424
12581,15037
12582,3236
12583,20216
12584,6428
12585,4177
12586,19014
12587,1278
12588,24298
12588,19009
12588,24049
12588,14927
12588,18363
12588,23491
12589,12998
12590,21946
12590,6707
12591,13139
12592,24217
12593,17645
12594,19153
12595,7745
12595,14451
12596,1154
12596,400
12597,4254
12597,11850
12598,8439
12599,7287
12599,12352
12599,4601
12600,18124
12601,9159
12602,22705
12602,19009
12602,11050
12603,18073
12603,21250
12604,18588
12604,4032
12604,13989
12604,21528
12604,14852
12604,23024
12605,9452
12605,17812
12605,21651
12605,5985
12605,18755
12606,23675
12607,1092
12608,4860
12609,18689
12610,9327
12611,17651
12611,2060
12611,11841
12611,4813
12611,7864
12612,21366
12612,19493
12612,22371
12612,9206
12612,21064
12612,3344
12612,19174
12612,6602
12612,16990
12613,14192
12614,21828
12615,3565
12616,321
12616,18178
12616,16230
12616,16113
12616,4509
12616,23617
12616,19923
12616,9668
12616,24945
12617,404
12618,115
12619,24139
12619,397
12620,6109
12621,16347
12622,8507
12623,2729
12623,21089
12624,9327
12624,23049
12624,23048
12624,273
12624,18238
12625,11115
12626,13448
12627,13230
12628,3158
12629,2604
12630,9876
12630,18037
12630,15042
12631,25073
12632,2976
12633,24016
12633,7277
12634,19928
12635,985
12636,6876
12636,3504
12637,24677
12638,115
12639,7964
12640,22529
12641,22411
12642,20661
12643,20561
12643,23024
12643,8999
12643,938
12643,1088
12643,12575
12643,8115
12643,2375
12643,2748
12643,22119
12643,10783
12643,22556
12643,24729
12644,19616
12645,7062
12646,19145
12647,23658
12647,21453
12647,8200
12648,4347
12648,21438
12648,13372
12648,12310
12648,1705
12648,22053
12648,5341
12648,9951
12648,22549
12648,7832
12648,6277
12649,16951
12649,11580
12649,20322
12649,16946
12649,19914
12649,10221
12649,14707
12649,16950
12649,13284
12649,11035
12649,10573
12649,17423
12649,13666
12649,6953
12649,2382
12649,17395
12649,12130
12649,15578
12649,9238
12649,20293
12649,9808
12649,18727
12649,11087
12649,14053
12649,7908
12649,18868
12649,11086
12649,18634
12649,11701
12649,20956
12649,13631
12649,1877
12649,23240
12649,3385
12649,14621
12649,9510
12649,23238
12649,23239
12649,10177
12649,17381
12649,4237
12649,21293
12649,18175
12650,23390
12651,10643
12652,17573
12653,14624
12654,9889
12654,9801
12655,3937
12655,23481
12655,3564
12655,1138
12655,5610
12655,20184
12655,14954
12655,19841
12655,19380
12655,23749
12655,19845
12655,12983
12656,12002
12657,14072
12657,15200
12657,10545
12657,12647
12657,138
12657,2822
12657,6327
12657,150
12657,10479
12657,923
12657,5926
12657,11627
12657,20561
12657,3509
12658,17599
12658,18149
12659,18292
12660,6041
12661,18689
12662,22611
12662,21087
12663,22494
12663,7215
12664,19577
12665,20000
12666,12051
12667,22246
12667,1494
12667,5090
12667,12401
12668,10643
12669,6920
12670,23024
12671,4550
12672,17573
12672,21068
12672,136
12672,11586
12672,16193
12672,15369
12672,22330
12672,16065
12672,8908
12672,5743
12673,21548
12674,14858
12675,10650
12676,23459
12676,23288
12676,17262
12677,9853
12678,3055
12679,17688
12680,17536
12681,14050
12682,23374
12683,20313
12683,24755
12684,9327
12685,6881
12686,920
12687,6041
12688,6428
12689,18689
12690,17241
12691,21302
12692,17952
12693,12645
12694,11871
12695,14914
12696,17645
12696,9006
12697,20561
12698,19616
12699,18529
12700,6406
12701,1588
12701,24330
12702,18689
12703,18238
12703,2620
12703,16616
12704,17542
12705,6171
12706,3866
12706,16276
12706,23525
12706,5176
12706,21891
12706,8551
12706,4730
12706,6582
12706,9545
12706,5356
12706,17878
12707,8252
12708,23141
12709,19210
12709,19671
12709,11922
12709,7693
12709,2660
12709,10955
12709,23208
12709,24388
12709,10711
12709,4273
12709,16444
12709,48
12709,9159
12709,19889
12709,18810
12709,13711
12710,12207
12710,22032
12711,9327
12712,2456
12713,5280
12713,21877
12713,28
12713,4675
12713,21601
12713,19524
12713,10880
12713,11364
12713,14417
12713,2058
12713,3111
12713,925
12713,6591
12713,6214
12713,8738
12713,10430
12713,1253
12713,9346
12713,6339
12713,18583
12713,3251
12713,8807
12713,19715
12713,21339
12713,16780
12713,20216
12713,4769
12713,21132
12713,405
12713,3158
12713,2238
12713,4533
12713,12545
12713,2244
12713,4080
12713,4141
12713,23873
12713,9800
12713,9264
12713,21129
12713,10115
12713,2237
12713,20301
12713,22839
12713,3777
12714,230
12715,8239
12716,7358
12716,15758
12717,6132
12718,14528
12718,23776
12719,6172
12720,15205
12720,10440
12721,11871
12722,2575
12722,3169
12722,12634
12722,14815
12722,2912
12722,22248
12722,7232
12722,14901
12722,15748
12722,1547
12722,15376
12722,23515
12722,21348
12722,104
12722,17042
12722,24968
12722,6706
12722,19923
12722,19595
12722,13448
12722,4690
12722,6195
12722,13396
12722,19813
12722,4652
12722,8203
12722,22091
12722,23084
12722,8194
12722,15749
12722,7669
12722,16173
12723,15005
12724,23396
12724,216
12724,21817
12725,22842
12726,21492
12726,22651
12726,16763
12726,13598
12727,21339
12728,9152
12729,115
12730,13448
12730,22824
12731,11160
12731,21903
12732,14051
12733,17882
12734,9327
12734,2720
12734,21107
12734,2456
12734,16757
12734,20379
12735,6018
12736,23521
12737,20216
12737,5983
12738,18689
12739,6041
12739,404
12740,9159
12741,21464
12742,24077
12742,5493
12742,24418
12742,12010
12742,14380
12743,22371
12744,16616
12745,14852
12745,19432
12745,23487
12746,11572
12747,5085
12747,17459
12747,966
12748,13080
12749,19210
12750,20561
12751,16876
12751,24276
12752,21958
12753,24195
12753,15196
12754,14556
12754,21359
12755,22265
12756,897
12756,14283
12756,15132
12756,8663
12756,7522
12756,23775
12756,13903
12756,3045
12756,5473
12756,19168
12756,657
12756,24921
12756,6024
12756,3706
12756,12694
12756,18207
12756,5329
12756,13402
12756,3549
12756,189
12756,15447
12756,21202
12756,22855
12756,21335
12756,23024
12756,15653
12756,24670
12756,11709
12757,3183
12758,6238
12758,20674
12758,24309
12758,24533
12758,24620
12758,10539
12758,7539
12758,15276
12758,15013
12758,9696
12758,3168
12758,23536
12758,8946
12758,19989
12758,7460
12758,11371
12758,12119
12758,4663
12758,2186
12758,4877
12758,17432
12758,786
12758,16568
12758,14456
12758,8919
12758,10540
12758,8975
12758,17291
12758,2032
12758,23494
12758,24272
12758,2253
12758,14922
12758,13925
12759,20216
12760,21957
12761,9327
12762,15877
12763,4341
12763,5443
12763,14339
12763,8309
12763,18571
12763,16421
12763,4998
12763,10975
12763,22023
12763,6266
12764,22316
12764,7664
12764,10371
12765,9249
12766,11760
12767,6428
12768,23275
12769,9230
12770,6919
12771,17645
12772,4383
12772,10923
12772,3056
12772,2825
12772,23590
12772,8908
12772,188
12772,12770
12773,4646
12773,19710
12773,24463
12774,14323
12775,16726
12775,5505
12775,18740
12775,20379
12775,1625
12775,17691
12775,8912
12775,14051
12775,18093
12775,4305
12775,3813
12775,23216
12775,7394
12775,13681
12775,7819
12776,5015
12776,19014
12777,18442
12777,3674
12777,1605
12777,5274
12777,16310
12777,14955
12777,24985
12777,17019
12777,5055
12778,20140
12779,15380
12780,10435
12781,9159
12781,3927
12782,732
12783,2238
12783,7787
12784,6769
12785,12329
12785,8483
12785,591
12785,12681
12785,9844
12785,18276
12785,14612
12785,9152
12785,8004
12786,18131
12787,22490
12788,15216
12789,4558
12789,17400
12790,13189
12790,16937
12790,15922
12790,24104
12790,5112
12790,16188
12790,23464
12790,19729
12790,17398
12790,23189
12790,13858
12790,7449
12790,21724
12790,23882
12790,1325
12790,19705
12790,16092
12790,15567
12790,2726
12790,4668
12790,20168
12790,1094
12790,18870
12790,22452
12790,999
12790,23272
12790,20096
12790,8264
12790,737
12791,20268
12791,4558
12792,20966
12793,17633
12794,12647
12795,6132
12796,15308
12797,13230
12797,6041
12797,9159
12797,2271
12797,17845
12797,20561
12797,4985
12797,1065
12797,12666
12798,15565
12798,13532
12799,19513
12799,789
12800,19776
